"Year","Municipality","birth_numb","fetal_growth","lbw","lbw_v","weight","female","gest_age","preterm","preterm_v","resp_problem","height","sh_e_mt_lmbirth","sh_e_mt_fmtrim1","sh_e_mt_fmtrim2","sh_e_mt_fmtrim3","sh_e_mt_fmtrim4","sh_e_mt_fmtrim5","sh_e_mt_fmtrim6","log_pop_tot_2010","pop_tot_2010","pop_5_2010","pop_65_2010","farming_land_2005","hi_2010","unemp_2010","ing_ctpc_2010","exp_transfers_pc","exp_public_inv_pc","urb_cat","wrk","tra_1","tra_2","tra_4","tra_5","tra_6","tra_7","tra_8","tra_9","age_mother","years_edu","eda_1","eda_2","eda_3","edu_1","edu_2","edu_3","edu_4","edu_5","mar_1","mar_2","mar_3","mar_4","ins_1","ins_2","ins_3","pov_per_2010","pov_num_2010","pov_food_per_2010","pov_food_num_2010","pop_mun_fem_1544_2010","income_lbm_2010","income_eligible_lb","income_eligible_lbm","tarjetasinhambre","ever_loc_k","loc_stores","tao_lg5_mt_lmbirth","tao_lg4_mt_lmbirth","tao_lg3_mt_lmbirth","tao_lg2_mt_lmbirth","tao_lg1_mt_lmbirth","tao_lg0_mt_lmbirth","tao_ld1_mt_lmbirth","tao_ld2_mt_lmbirth","tao_ld3_mt_lmbirth","tao_ld4_mt_lmbirth","State","counter","count_balance","count_treat","birth_numb25","birth_numb25_sum"
2014,7027,1079,79.7689744960626,0.0537525354969574,0.00202839756592292,3130.41480730223,0.481000926784059,39.1559888579387,0.0445682451253482,0.00464252553389044,0.125115848007414,49.64046021093,1,1,1,1,1,1,0,11,87603,13,5,45,56,3,1722,209,1526,0.831325301204819,0.00370713623725672,0,0.00092678405931418,0.00092678405931418,0,0,0,0,0.00185356811862836,24.1936978683967,7.79888785912882,0.240963855421687,0.581093605189991,0.177942539388323,0.0658016682113068,0.336422613531047,0.464318813716404,0.133456904541242,0,0.511584800741427,0.426320667284523,0.00834105653382762,0.0537534754402224,0.89805375347544,0.0287303058387396,0,22.88938,16440,16.277,11690.955,22145,35,1,1,0.00556070435588508,0.838739573679333,0.00648748841519926,0,0,0,0,0,0,1,0,0,0,7,1,10,5,1,10
2015,7027,1126,79.1492104638248,0.0623781676413255,0.00584795321637427,3096.12962962963,0.494661921708185,38.9946619217082,0.0649466192170818,0.0097864768683274,0.154529307282416,49.4608938547486,1,1,1,1,1,1,1,11,87603,13,5,45,56,3,1722,292,752,0.849023090586146,0.00532859680284192,0,0.00088809946714032,0.00177619893428064,0,0,0.00088809946714032,0,0.00177619893428064,24.4804618117229,8.48312611012433,0.228241563055062,0.566607460035524,0.205150976909414,0.0657193605683837,0.198934280639432,0.511545293072824,0.223801065719361,0,0.456483126110124,0.486678507992895,0.0044404973357016,0.0523978685612789,0.881882770870338,0.019538188277087,0.00088809946714032,22.88938,16440,16.277,11690.955,22145,35,1,1,0.00177619893428064,0.864120781527531,0.00177619893428064,0,0,0,0,0,0,0,1,0,0,7,1,10,5,1,10
2016,7027,827,78.8293987050281,0.0605263157894737,0.00921052631578947,3096.76842105263,0.52720677146312,39.1475211608223,0.0616686819830713,0.0108827085852479,0.205562273276904,49.50125,1,1,1,1,1,1,1,11,87603,13,5,45,56,3,1722,149,749,0.952841596130592,0.00725513905683192,0,0,0.00362756952841596,0,0,0.00120918984280532,0,0.00241837968561064,24.2660217654172,8.23095525997582,0.217654171704958,0.591293833131802,0.191051995163241,0.0810157194679565,0.199516324062878,0.533252720677146,0.186215235792019,0,0.533252720677146,0.406287787182588,0.00846432889963724,0.0519951632406288,0.910519951632406,0.00846432889963724,0,22.88938,16440,16.277,11690.955,22145,35,1,1,0.00362756952841596,0.957678355501814,0.00362756952841596,0,0,0,0,0,0,0,0,1,0,7,1,10,5,1,10
2017,7027,869,79.5257750538288,0.067258883248731,0.00634517766497462,3116.21319796954,0.484464902186421,39.044930875576,0.0737327188940092,0.00806451612903226,0.174913693901036,49.4783653846154,1,1,1,1,1,1,1,11,87603,13,5,45,56,3,1722,145,815,0.949367088607595,0.0046029919447641,0,0,0.00230149597238205,0,0.00115074798619102,0,0.00115074798619102,0,24.2462600690449,8.53049482163406,0.228998849252014,0.588032220943613,0.182968929804373,0.0517836593785961,0.215189873417722,0.518987341772152,0.214039125431531,0,0.551208285385501,0.392405063291139,0.0115074798619102,0.0448791714614499,0.907940161104718,0.0149597238204833,0,22.88938,16440,16.277,11690.955,22145,35,1,1,0.0046029919447641,0.956271576524741,0.00690448791714614,0,0,0,0,0,0,0,0,0,1,7,1,10,5,1,10
2008,7030,220,80.7883045759318,0.0363636363636364,0.00454545454545455,3181.90909090909,0.468181818181818,39.365296803653,0.0319634703196347,0,0.0318181818181818,49.9636363636364,0,0,0,0,0,0,0,10,31515,13,5,6,50,6,861,160,1362,0.563636363636364,0.00909090909090909,0,0,0,0,0.00454545454545455,0,0,0.00454545454545455,25.7090909090909,6.25,0.109090909090909,0.668181818181818,0.222727272727273,0.154545454545455,0.495454545454545,0.313636363636364,0.0318181818181818,0.00454545454545455,0.713636363636364,0.240909090909091,0,0.0454545454545455,0.772727272727273,0,0,48.592049,16617,22.288839,7622.1147,7503,67,1,1,0.7,0.568181818181818,0.754545454545455,1,0,0,0,0,0,0,0,0,0,7,1,10,5,1,10
2009,7030,426,79.9799602858152,0.068075117370892,0.00469483568075117,3148.19483568075,0.538823529411765,39.3152941176471,0.0352941176470588,0.00705882352941176,0.0422535211267606,49.3239436619718,0,0,0,0,0,0,0,10,31515,13,5,6,50,6,861,105,598,0.514084507042254,0.00234741784037559,0,0,0,0,0,0,0,0.00234741784037559,25.4929577464789,6.45070422535211,0.185446009389671,0.572769953051643,0.241784037558685,0.115023474178404,0.561032863849765,0.286384976525822,0.0234741784037559,0.0140845070422535,0.727699530516432,0.220657276995305,0.00938967136150235,0.0422535211267606,0.626760563380282,0.00704225352112676,0,48.592049,16617,22.288839,7622.1147,7503,67,1,1,0.650234741784038,0.539906103286385,0.725352112676056,0,1,0,0,0,0,0,0,0,0,7,1,10,5,1,10
2010,7030,413,80.5466596414265,0.0679611650485437,0.00242718446601942,3138.30097087379,0.51089588377724,39.1119221411192,0.048661800486618,0.0072992700729927,0.0581113801452785,49.3592233009709,0,0,0,0,0,0,0,10,31515,13,5,6,50,6,861,194,1225,0.493946731234867,0.00242130750605327,0,0,0,0,0,0.00242130750605327,0,0,25.8837772397094,6.29782082324455,0.157384987893462,0.569007263922518,0.273607748184019,0.0944309927360775,0.62227602905569,0.278450363196126,0.00484261501210654,0,0.673123486682809,0.268765133171913,0.00726392251815981,0.0508474576271186,0.786924939467312,0.00484261501210654,0,48.592049,16617,22.288839,7622.1147,7503,67,1,1,0.653753026634383,0.518159806295399,0.736077481840194,0,0,1,0,0,0,0,0,0,0,7,1,10,5,1,10
2011,7030,520,80.5443411596789,0.0436590436590437,0.00415800415800416,3153.44906444906,0.48747591522158,39.1059730250482,0.0366088631984586,0.00385356454720617,0.0461538461538462,49.6578411405295,0,0,0,0,0,0,0,10,31515,13,5,6,50,6,861,177,1791,0.673076923076923,0.00192307692307692,0,0,0.00192307692307692,0,0,0,0,0,25.2692307692308,6.94038461538462,0.198076923076923,0.555769230769231,0.246153846153846,0.0692307692307692,0.525,0.359615384615385,0.0461538461538462,0,0.676923076923077,0.248076923076923,0.0173076923076923,0.0576923076923077,0.882692307692308,0.00192307692307692,0,48.592049,16617,22.288839,7622.1147,7503,67,1,1,0.769230769230769,0.690384615384615,0.828846153846154,0,0,0,1,0,0,0,0,0,0,7,1,10,5,1,10
2012,7030,430,80.4319637764071,0.0348258706467662,0,3154.77611940298,0.467441860465116,39.1585081585082,0.0372960372960373,0.00233100233100233,0.072093023255814,49.525,0,0,0,0,0,0,0,10,31515,13,5,6,50,6,861,143,2717,0.706976744186047,0,0,0,0,0,0,0,0,0,25.5302325581395,6.55116279069767,0.176744186046512,0.558139534883721,0.265116279069767,0.0883720930232558,0.551162790697674,0.36046511627907,0,0,0.725581395348837,0.23953488372093,0.00697674418604651,0.027906976744186,0.967441860465116,0.00465116279069767,0,48.592049,16617,22.288839,7622.1147,7503,67,1,1,0.790697674418605,0.718604651162791,0.848837209302326,0,0,0,0,1,0,0,0,0,0,7,1,10,5,1,10
2013,7030,485,80.1291662027391,0.0436681222707424,0.00218340611353712,3139.19650655022,0.440993788819876,39.1072164948454,0.0329896907216495,0.00412371134020619,0.0536082474226804,49.610989010989,1,1,0,0,0,0,0,10,31515,13,5,6,50,6,861,334,2638,0.564948453608247,0.00618556701030928,0,0.00206185567010309,0.00206185567010309,0,0,0,0,0.00206185567010309,25.3360824742268,6.69896907216495,0.210309278350515,0.525773195876289,0.263917525773196,0.0824742268041237,0.519587628865979,0.397938144329897,0,0,0.676288659793814,0.280412371134021,0.00412371134020619,0.0391752577319588,0.944329896907216,0.00824742268041237,0,48.592049,16617,22.288839,7622.1147,7503,67,1,1,0.696907216494845,0.593814432989691,0.775257731958763,0,0,0,0,0.255670103092783,0.744329896907217,0,0,0,0,7,1,10,5,1,10
2014,7030,639,80.1475668864058,0.0538720538720539,0.00168350168350168,3142.43602693603,0.499217527386541,39.0849056603774,0.0534591194968553,0.00943396226415094,0.0579029733959311,49.495840266223,1,1,1,1,1,1,0,10,31515,13,5,6,50,6,861,255,2826,0.60093896713615,0.00312989045383412,0,0,0.00156494522691706,0,0,0,0,0.00156494522691706,25.9014084507042,7.16431924882629,0.161189358372457,0.553990610328638,0.284820031298905,0.07981220657277,0.475743348982786,0.341158059467919,0.103286384976526,0,0.702660406885759,0.262910798122066,0.00469483568075117,0.0297339593114241,0.923317683881064,0.00469483568075117,0,48.592049,16617,22.288839,7622.1147,7503,67,1,1,0.702660406885759,0.613458528951487,0.768388106416275,0,0,0,0,0,0,1,0,0,0,7,1,10,5,1,10
2015,7030,627,79.8704766619047,0.0470383275261324,0.00522648083623693,3129.26480836237,0.475279106858054,39.0416,0.064,0.0096,0.0685805422647528,49.4661016949153,1,1,1,1,1,1,1,10,31515,13,5,6,50,6,861,584,3352,0.585326953748006,0,0,0,0,0,0,0,0,0,25.8931419457735,7.38755980861244,0.177033492822967,0.539074960127592,0.283891547049442,0.0797448165869219,0.432216905901116,0.354066985645933,0.133971291866029,0,0.66347687400319,0.288676236044657,0.00956937799043062,0.0382775119617225,0.937799043062201,0,0,48.592049,16617,22.288839,7622.1147,7503,67,1,1,0.709728867623604,0.606060606060606,0.77511961722488,0,0,0,0,0,0,0,1,0,0,7,1,10,5,1,10
2016,7030,403,79.2779613899355,0.0508021390374332,0.00267379679144385,3107.05882352941,0.47394540942928,39.047263681592,0.0497512437810945,0.00746268656716418,0.0397022332506203,49.6470588235294,1,1,1,1,1,1,1,10,31515,13,5,6,50,6,861,464,2580,0.751861042183623,0,0,0,0,0,0,0,0,0,24.9106699751861,7.76426799007444,0.218362282878412,0.570719602977667,0.210918114143921,0.0521091811414392,0.416873449131514,0.369727047146402,0.161290322580645,0,0.751861042183623,0.200992555831266,0,0.0471464019851117,0.955334987593052,0,0,48.592049,16617,22.288839,7622.1147,7503,67,1,1,0.813895781637717,0.766749379652605,0.843672456575682,0,0,0,0,0,0,0,0,1,0,7,1,10,5,1,10
2017,7030,532,79.7339937726217,0.0472279260780287,0.0082135523613963,3126.7227926078,0.49812030075188,39.1522556390977,0.0300751879699248,0.0075187969924812,0.0357142857142857,49.6826347305389,1,1,1,1,1,1,1,10,31515,13,5,6,50,6,861,0,0,0.703007518796993,0,0,0,0,0,0,0,0,0,25.5112781954887,7.21804511278195,0.214285714285714,0.528195488721805,0.257518796992481,0.101503759398496,0.385338345864662,0.417293233082707,0.0958646616541353,0,0.714285714285714,0.25,0.0018796992481203,0.0338345864661654,0.892857142857143,0.0281954887218045,0,48.592049,16617,22.288839,7622.1147,7503,67,1,1,0.787593984962406,0.729323308270677,0.840225563909774,0,0,0,0,0,0,0,0,0,1,7,1,10,5,1,10
2008,7031,337,78.1772526333117,0.0595238095238095,0.00595238095238095,3066.62202380952,0.477744807121662,39.2185628742515,0.0329341317365269,0.00598802395209581,0.112759643916914,49.1780415430267,0,0,0,0,0,0,0,12,111554,17,3,7,64,3,557,167,1309,0.175074183976261,0,0,0,0,0,0,0,0,0,26.4629080118694,3.80118694362018,0.0682492581602374,0.667655786350148,0.264094955489614,0.427299703264095,0.456973293768546,0.109792284866469,0.00593471810089021,0,0.869436201780415,0.103857566765579,0,0.0267062314540059,0.350148367952522,0,0,70.57048,87519,40.14645,49788.422,24304,88,1,1,0.198813056379822,0.406528189910979,0.510385756676558,1,0,0,0,0,0,0,0,0,0,7,1,10,5,1,10
2009,7031,654,78.8692504899639,0.0672782874617737,0.00611620795107034,3091.42048929664,0.507668711656442,39.1885625965997,0.035548686244204,0.00463678516228748,0.0535168195718654,49.3061538461538,0,0,0,0,0,0,0,12,111554,17,3,7,64,3,557,192,2279,0.250764525993884,0.00152905198776758,0,0,0,0,0,0.00152905198776758,0,0,27.262996941896,4.45107033639144,0.123853211009174,0.518348623853211,0.357798165137615,0.357798165137615,0.466360856269113,0.154434250764526,0.0198776758409786,0.00152905198776758,0.730886850152905,0.235474006116208,0.00611620795107034,0.0275229357798165,0.308868501529052,0,0,70.57048,87519,40.14645,49788.422,24304,88,1,1,0.287461773700306,0.435779816513761,0.548929663608563,0,1,0,0,0,0,0,0,0,0,7,1,10,5,1,10
2010,7031,653,78.0467139247332,0.0842266462480858,0.00918836140888208,3066.97396630934,0.494623655913978,39.2376543209877,0.0308641975308642,0.00617283950617284,0.0444104134762634,49.0416024653313,0,0,0,0,0,0,0,12,111554,17,3,7,64,3,557,185,2240,0.318529862174579,0.00306278713629403,0,0,0,0,0,0,0.00306278713629403,0,27.2450229709035,4.16692189892802,0.14854517611026,0.48698315467075,0.364471669218989,0.358346094946401,0.537519142419602,0.10260336906585,0.00153139356814701,0,0.727411944869832,0.238897396630934,0.00153139356814701,0.0321592649310873,0.30781010719755,0.00459418070444104,0,70.57048,87519,40.14645,49788.422,24304,88,1,1,0.343032159264931,0.514548238897397,0.607963246554365,0,0,1,0,0,0,0,0,0,0,7,1,10,5,1,10
2011,7031,658,80.9320147670978,0.0446280991735537,0.00330578512396694,3169.92066115702,0.462006079027356,39.0714285714286,0.0425531914893617,0.0060790273556231,0.0379939209726444,49.4709677419355,0,0,0,0,0,0,0,12,111554,17,3,7,64,3,557,203,1897,0.351063829787234,0.0060790273556231,0,0,0,0,0.00455927051671732,0,0,0.00151975683890578,27.5714285714286,4.64589665653495,0.132218844984802,0.493920972644377,0.373860182370821,0.325227963525836,0.486322188449848,0.177811550151976,0.0106382978723404,0,0.700607902735562,0.267477203647416,0.00303951367781155,0.0288753799392097,0.595744680851064,0.0151975683890578,0,70.57048,87519,40.14645,49788.422,24304,88,1,1,0.372340425531915,0.5,0.603343465045593,0,0,0,1,0,0,0,0,0,0,7,1,10,5,1,10
2012,7031,753,80.3927970044121,0.0444126074498567,0.00286532951289398,3142.77363896848,0.516644474034621,39.0106241699867,0.0464807436918991,0.00664010624169987,0.051792828685259,49.6082191780822,0,0,0,0,0,0,0,12,111554,17,3,7,64,3,557,252,3477,0.302788844621514,0,0,0,0,0,0,0,0,0,26.6361221779548,4.33067729083665,0.183266932270916,0.49402390438247,0.322709163346614,0.358565737051793,0.48074369189907,0.160690571049137,0,0,0.796812749003984,0.172642762284197,0.00265604249667995,0.0278884462151394,0.705179282868526,0.049136786188579,0,70.57048,87519,40.14645,49788.422,24304,88,1,1,0.345285524568393,0.48871181938911,0.598937583001328,0,0,0,0,1,0,0,0,0,0,7,1,10,5,1,10
2013,7031,845,80.4995742206956,0.0399484536082474,0.00257731958762887,3151.33634020619,0.510714285714286,39.061684460261,0.029655990510083,0.00474495848161329,0.0816568047337278,49.7705735660848,1,1,0,0,0,0,0,12,111554,17,3,7,64,3,557,463,3689,0.357396449704142,0,0,0,0,0,0,0,0,0,27.3479289940828,4.81420118343195,0.143195266272189,0.493491124260355,0.363313609467456,0.30887573964497,0.468639053254438,0.222485207100592,0,0,0.749112426035503,0.224852071005917,0.00355029585798817,0.0224852071005917,0.788165680473373,0.0284023668639053,0,70.57048,87519,40.14645,49788.422,24304,88,1,1,0.396449704142012,0.538461538461538,0.624852071005917,0,0,0,0,0.261538461538462,0.738461538461539,0,0,0,0,7,1,10,5,1,10
2014,7031,1088,80.428829829424,0.0321931589537223,0.00402414486921529,3164.6046277666,0.487132352941176,39.2882136279926,0.0349907918968692,0.00368324125230203,0.0643382352941176,49.7765957446809,1,1,1,1,1,0,0,12,111554,17,3,7,64,3,557,541,3834,0.462316176470588,0.00275735294117647,0,0,0.00183823529411765,0,0.000919117647058824,0,0,0,26.3134191176471,5.97794117647059,0.170036764705882,0.520220588235294,0.309742647058824,0.239889705882353,0.414522058823529,0.21875,0.126838235294118,0,0.715992647058823,0.25,0.00275735294117647,0.03125,0.840073529411765,0.0275735294117647,0,70.57048,87519,40.14645,49788.422,24304,88,1,1,0.500919117647059,0.607536764705882,0.699448529411765,0,0,0,0,0,0,1,0,0,0,7,1,10,5,1,10
2015,7031,1287,80.0467963733749,0.0523206751054852,0.00506329113924051,3145.36455696203,0.46219797349961,39.1912568306011,0.0398126463700234,0.0078064012490242,0.073038073038073,49.6181520850368,1,1,1,1,1,1,1,12,111554,17,3,7,64,3,557,500,4523,0.401709401709402,0.00466200466200466,0,0.00466200466200466,0,0,0,0,0,0,26.6107226107226,6.45454545454545,0.165501165501166,0.513597513597514,0.320901320901321,0.202020202020202,0.391608391608392,0.257187257187257,0.149184149184149,0,0.704739704739705,0.265734265734266,0.00388500388500389,0.0256410256410256,0.837606837606838,0.034965034965035,0,70.57048,87519,40.14645,49788.422,24304,88,1,1,0.445998445998446,0.573426573426573,0.668220668220668,0,0,0,0,0,0,0,1,0,0,7,1,10,5,1,10
2016,7031,903,80.6665723674483,0.0371702637889688,0.00359712230215827,3165.28417266187,0.501108647450111,39.1988826815642,0.0335195530726257,0.00335195530726257,0.0719822812846069,49.4925201380898,1,1,1,1,1,1,1,12,111554,17,3,7,64,3,557,406,4394,0.43078626799557,0.00110741971207087,0,0,0,0,0,0,0,0.00110741971207087,26.8305647840532,5.75415282392027,0.143964562569214,0.526024363233666,0.330011074197121,0.245847176079734,0.415282392026578,0.267995570321152,0.070874861572536,0,0.710963455149502,0.245847176079734,0.008859357696567,0.0343300110741971,0.944629014396456,0.00110741971207087,0,70.57048,87519,40.14645,49788.422,24304,88,1,1,0.457364341085271,0.581395348837209,0.678848283499446,0,0,0,0,0,0,0,0,1,0,7,1,10,5,1,10
2017,7031,1312,80.3588563574377,0.0367647058823529,0.00490196078431373,3154.99509803922,0.504580152671756,39.2190622598002,0.0276710222905457,0.00461183704842429,0.055640243902439,49.540562248996,1,1,1,1,1,1,1,12,111554,17,3,7,64,3,557,397,5043,0.40015243902439,0,0,0,0,0,0,0,0,0,26.3307926829268,6.2217987804878,0.16844512195122,0.530487804878049,0.301067073170732,0.20655487804878,0.394817073170732,0.310213414634146,0.0884146341463415,0,0.741615853658537,0.21875,0.00990853658536585,0.0297256097560976,0.910823170731707,0.0152439024390244,0,70.57048,87519,40.14645,49788.422,24304,88,1,1,0.430640243902439,0.55640243902439,0.640243902439024,0,0,0,0,0,0,0,0,0,1,7,1,10,5,1,10
2008,7032,117,81.071338486026,0.0917431192660551,0.00917431192660551,3181.23853211009,0.52991452991453,39.2869565217391,0.0434782608695652,0.0173913043478261,0.0854700854700855,49.9,0,0,0,0,0,0,0,10,30068,14,6,12,60,3,1195,158,1392,0.341880341880342,0,0,0,0,0,0,0,0,0,25.3504273504273,7.12820512820513,0.11965811965812,0.666666666666667,0.213675213675214,0.102564102564103,0.461538461538462,0.324786324786325,0.0854700854700855,0.0256410256410256,0.683760683760684,0.256410256410256,0,0.0598290598290598,0.743589743589744,0,0,33.925629,9630,20.471029,5811.1113,6816,51,1,1,0,0.683760683760684,0.700854700854701,1,0,0,0,0,0,0,0,0,0,7,1,10,4,1,10
2009,7032,261,79.8693806077479,0.0992063492063492,0.0317460317460317,3123.46031746032,0.505747126436782,39.2,0.0653846153846154,0.0230769230769231,0.0842911877394636,49.5196850393701,0,0,0,0,0,0,0,10,30068,14,6,12,60,3,1195,163,2206,0.616858237547893,0.00383141762452107,0,0,0,0.00383141762452107,0,0,0,0,24.8888888888889,7.84291187739464,0.226053639846743,0.551724137931034,0.222222222222222,0.0651340996168582,0.402298850574713,0.371647509578544,0.122605363984674,0.0383141762452107,0.670498084291188,0.24904214559387,0.00383141762452107,0.0766283524904215,0.735632183908046,0.00383141762452107,0,33.925629,9630,20.471029,5811.1113,6816,51,1,1,0,0.885057471264368,0.896551724137931,1,0,0,0,0,0,0,0,0,0,7,1,10,4,1,10
2010,7032,235,79.9629449209633,0.0616740088105727,0.0176211453744493,3151.81497797357,0.48936170212766,39.3261802575107,0.0343347639484979,0.00858369098712446,0.106382978723404,49.1101321585903,0,0,0,0,0,0,0,10,30068,14,6,12,60,3,1195,353,1572,0.706382978723404,0.00425531914893617,0,0,0.00425531914893617,0,0,0,0,0,25.068085106383,6.67659574468085,0.191489361702128,0.587234042553191,0.221276595744681,0.0680851063829787,0.578723404255319,0.34468085106383,0.00851063829787234,0,0.65531914893617,0.25531914893617,0,0.0893617021276596,0.595744680851064,0.00425531914893617,0,33.925629,9630,20.471029,5811.1113,6816,51,1,1,0,0.876595744680851,0.88936170212766,0,1,0,0,0,0,0,0,0,0,7,1,10,4,1,10
2011,7032,269,82.1291802535486,0.0376569037656904,0,3232.01673640167,0.49438202247191,39.2247191011236,0.0411985018726592,0.00374531835205993,0.0855018587360595,49.8346774193548,0,0,0,0,0,0,0,10,30068,14,6,12,60,3,1195,179,1142,0.587360594795539,0.00371747211895911,0,0,0.00371747211895911,0,0,0,0,0,25.6840148698885,6.85873605947955,0.141263940520446,0.609665427509294,0.24907063197026,0.0780669144981413,0.531598513011152,0.338289962825279,0.0520446096654275,0,0.706319702602231,0.219330855018587,0.00371747211895911,0.0706319702602231,0.50185873605948,0.00371747211895911,0.00371747211895911,33.925629,9630,20.471029,5811.1113,6816,51,1,1,0,0.843866171003718,0.869888475836431,0,0,1,0,0,0,0,0,0,0,7,1,10,4,1,10
2012,7032,183,81.2013136179335,0.0476190476190476,0,3188.15476190476,0.437158469945355,39.2131147540984,0.0382513661202186,0,0.0710382513661202,49.8735632183908,0,0,0,0,0,0,0,10,30068,14,6,12,60,3,1195,187,1731,0.562841530054645,0,0,0,0,0,0,0,0,0,24.8469945355191,6.49180327868852,0.202185792349727,0.573770491803279,0.224043715846995,0.0819672131147541,0.590163934426229,0.327868852459016,0,0,0.765027322404372,0.185792349726776,0,0.0491803278688525,0.841530054644809,0,0,33.925629,9630,20.471029,5811.1113,6816,51,1,1,0,0.852459016393443,0.863387978142076,0,0,0,1,0,0,0,0,0,0,7,1,10,4,1,10
2013,7032,214,80.5954243913472,0.0505050505050505,0.0101010101010101,3156.81313131313,0.439252336448598,39.0607476635514,0.0654205607476635,0.00934579439252336,0.154205607476636,50.0728155339806,0,0,0,0,0,0,0,10,30068,14,6,12,60,3,1195,203,1583,0.700934579439252,0,0,0,0,0,0,0,0,0,24.4485981308411,6.96728971962617,0.238317757009346,0.523364485981308,0.238317757009346,0.0700934579439252,0.467289719626168,0.462616822429907,0,0,0.747663551401869,0.196261682242991,0,0.0560747663551402,0.920560747663551,0.0186915887850467,0,33.925629,9630,20.471029,5811.1113,6816,51,1,1,0,0.845794392523365,0.850467289719626,0,0,0,0,1,0,0,0,0,0,7,1,10,4,1,10
